usage_id,project_id,equipment_id,usage_date,operating_hours,idle_hours,available_hours,fuel_consumed_litres,maintenance_cost_myr
USE000322,PRJ003,EQP003,2025-02-27,7.5,4.5,12.0,100.47,0.0
USE000323,PRJ003,EQP003,2025-03-02,5.34,4.66,10.0,116.24,2188.68
USE000324,PRJ003,EQP003,2025-03-03,2.09,7.91,10.0,45.13,1254.24
USE000325,PRJ003,EQP003,2025-03-04,2.1,7.9,10.0,41.31,0.0
USE000326,PRJ003,EQP003,2025-03-07,2.69,5.31,8.0,51.26,1443.87
USE000327,PRJ003,EQP003,2025-03-10,6.57,3.43,10.0,61.26,0.0
USE000328,PRJ003,EQP003,2025-03-13,2.6,7.4,10.0,50.0,0.0
USE000329,PRJ003,EQP003,2025-03-15,6.04,3.96,10.0,89.44,0.0
USE000330,PRJ003,EQP003,2025-03-19,3.28,8.72,12.0,42.65,0.0
USE000331,PRJ003,EQP003,2025-03-21,7.32,8.68,16.0,113.44,1790.88
USE000332,PRJ003,EQP003,2025-03-22,3.22,4.78,8.0,53.04,0.0
USE000333,PRJ003,EQP003,2025-03-23,4.68,3.32,8.0,52.56,0.0
USE000334,PRJ003,EQP003,2025-03-26,8.35,7.65,16.0,102.3,0.0
USE000335,PRJ003,EQP003,2025-03-27,6.09,5.91,12.0,41.76,0.0
USE000336,PRJ003,EQP003,2025-03-29,8.36,3.64,12.0,82.72,0.0
USE000337,PRJ003,EQP003,2025-04-02,7.43,4.57,12.0,134.65,2448.66
USE000338,PRJ003,EQP003,2025-04-03,6.61,5.39,12.0,97.59,0.0
USE000339,PRJ003,EQP003,2025-04-04,3.56,8.44,12.0,30.17,0.0
USE000340,PRJ003,EQP003,2025-04-07,4.33,7.67,12.0,32.25,244.44
USE000341,PRJ003,EQP003,2025-04-08,7.16,4.84,12.0,121.25,0.0
USE000342,PRJ003,EQP003,2025-04-09,8.53,1.47,10.0,105.86,2521.2
USE000343,PRJ003,EQP003,2025-04-11,11.17,0.83,12.0,126.19,2460.92
USE000344,PRJ003,EQP003,2025-04-14,3.24,20.76,24.0,49.12,0.0
USE000345,PRJ003,EQP003,2025-04-15,13.02,2.98,16.0,211.6,0.0
USE000346,PRJ003,EQP003,2025-04-18,4.52,7.48,12.0,85.5,0.0
USE000347,PRJ003,EQP003,2025-04-21,7.15,2.85,10.0,38.0,2562.3
USE000348,PRJ003,EQP003,2025-04-22,3.15,8.85,12.0,54.23,0.0
USE000349,PRJ003,EQP003,2025-04-25,6.41,5.59,12.0,101.78,1990.0
USE000350,PRJ003,EQP003,2025-04-27,4.19,3.81,8.0,78.96,0.0
USE000351,PRJ003,EQP003,2025-04-30,8.22,3.78,12.0,90.43,0.0
USE000352,PRJ003,EQP003,2025-05-07,2.68,7.32,10.0,50.69,0.0
USE000353,PRJ003,EQP003,2025-05-11,3.0,5.0,8.0,47.27,0.0
USE000354,PRJ003,EQP003,2025-05-13,7.88,8.12,16.0,171.52,1371.62
USE000355,PRJ003,EQP003,2025-05-14,6.08,1.92,8.0,87.87,0.0
USE000356,PRJ003,EQP003,2025-05-15,6.49,9.51,16.0,64.18,0.0
USE000357,PRJ003,EQP003,2025-05-22,3.02,6.98,10.0,34.41,0.0
USE000358,PRJ003,EQP003,2025-05-23,9.04,2.96,12.0,169.94,821.78
USE000359,PRJ003,EQP003,2025-05-26,7.74,4.26,12.0,163.14,0.0
USE000360,PRJ003,EQP003,2025-05-29,1.74,10.26,12.0,23.99,383.78
USE000361,PRJ003,EQP003,2025-05-30,6.24,5.76,12.0,113.17,0.0
USE000362,PRJ003,EQP003,2025-05-31,8.78,1.22,10.0,173.27,2345.72
USE000363,PRJ003,EQP003,2025-06-01,9.93,0.07,10.0,187.64,0.0
USE000364,PRJ003,EQP003,2025-06-02,4.66,11.34,16.0,63.53,0.0
USE000365,PRJ003,EQP003,2025-06-04,3.57,6.43,10.0,48.22,0.0
USE000366,PRJ003,EQP003,2025-06-05,4.15,3.85,8.0,62.55,0.0
USE000367,PRJ003,EQP003,2025-06-06,5.12,4.88,10.0,111.7,3250.04
USE000368,PRJ003,EQP003,2025-06-09,3.8,6.2,10.0,59.34,0.0
USE000369,PRJ003,EQP003,2025-06-12,5.35,18.65,24.0,51.64,0.0
USE000370,PRJ003,EQP003,2025-06-21,2.59,9.41,12.0,44.03,1721.35
USE000371,PRJ003,EQP003,2025-06-23,3.63,6.37,10.0,37.78,0.0
USE000372,PRJ003,EQP003,2025-06-26,1.91,8.09,10.0,22.88,0.0
USE000373,PRJ003,EQP003,2025-06-27,2.22,9.78,12.0,37.06,0.0
USE000374,PRJ003,EQP003,2025-06-29,9.44,0.56,10.0,55.94,0.0
USE000375,PRJ003,EQP003,2025-06-30,5.31,6.69,12.0,105.94,1511.11
USE000376,PRJ003,EQP003,2025-07-02,4.51,7.49,12.0,28.07,0.0
USE000377,PRJ003,EQP003,2025-07-03,9.42,0.58,10.0,97.55,0.0
USE000378,PRJ003,EQP003,2025-07-08,9.68,0.32,10.0,88.76,0.0
USE000379,PRJ003,EQP003,2025-07-09,2.61,7.39,10.0,25.89,0.0
USE000380,PRJ003,EQP003,2025-07-11,9.89,0.11,10.0,110.46,0.0
USE000381,PRJ003,EQP003,2025-07-15,6.02,1.98,8.0,61.15,0.0
USE000382,PRJ003,EQP003,2025-07-16,5.28,6.72,12.0,92.08,1536.89
USE000383,PRJ003,EQP003,2025-07-20,5.83,2.17,8.0,121.92,0.0
USE000384,PRJ003,EQP003,2025-07-22,10.15,5.85,16.0,134.52,0.0
USE000385,PRJ003,EQP003,2025-07-26,4.08,3.92,8.0,64.81,0.0
USE000386,PRJ003,EQP003,2025-07-27,3.7,8.3,12.0,65.22,0.0
USE000387,PRJ003,EQP003,2025-08-04,6.52,5.48,12.0,73.04,0.0
USE000388,PRJ003,EQP003,2025-08-05,9.25,2.75,12.0,79.15,2761.94
USE000389,PRJ003,EQP003,2025-08-08,3.48,6.52,10.0,24.6,2931.6
USE000390,PRJ003,EQP003,2025-08-10,9.64,6.36,16.0,189.19,0.0
USE000391,PRJ003,EQP003,2025-08-13,2.09,9.91,12.0,34.27,0.0
USE000392,PRJ003,EQP003,2025-08-17,3.76,4.24,8.0,22.63,0.0
USE000393,PRJ003,EQP003,2025-08-19,9.3,0.7,10.0,128.35,0.0
USE000394,PRJ003,EQP003,2025-08-26,4.79,7.21,12.0,57.81,0.0
USE000395,PRJ003,EQP003,2025-08-27,4.68,7.32,12.0,67.0,0.0
USE000396,PRJ003,EQP003,2025-08-28,5.87,4.13,10.0,89.51,0.0
USE000397,PRJ003,EQP003,2025-08-30,4.81,7.19,12.0,99.25,0.0
USE000398,PRJ003,EQP003,2025-08-31,3.52,4.48,8.0,42.42,0.0
USE000399,PRJ003,EQP003,2025-09-05,1.57,6.43,8.0,32.48,0.0
USE000400,PRJ003,EQP003,2025-09-06,8.79,3.21,12.0,53.13,0.0
USE000401,PRJ003,EQP003,2025-09-08,5.35,4.65,10.0,107.47,0.0
USE000402,PRJ003,EQP003,2025-09-09,9.04,6.96,16.0,109.71,0.0
USE000403,PRJ003,EQP003,2025-09-10,14.37,1.63,16.0,123.66,0.0
USE000404,PRJ003,EQP003,2025-09-16,2.0,10.0,12.0,28.93,0.0
USE000405,PRJ003,EQP003,2025-09-17,9.64,6.36,16.0,149.43,0.0
USE000406,PRJ003,EQP003,2025-09-19,8.4,1.6,10.0,129.37,0.0
USE000407,PRJ003,EQP003,2025-09-23,4.01,5.99,10.0,56.82,0.0
USE000408,PRJ003,EQP003,2025-09-24,7.11,2.89,10.0,101.35,0.0
USE000409,PRJ003,EQP003,2025-09-25,6.78,5.22,12.0,51.24,156.56
USE000410,PRJ003,EQP003,2025-09-27,2.9,9.1,12.0,60.99,0.0
USE000411,PRJ003,EQP003,2025-09-28,11.76,0.24,12.0,111.28,0.0
USE000412,PRJ003,EQP003,2025-09-29,6.66,1.34,8.0,34.66,0.0
USE000413,PRJ003,EQP003,2025-10-01,8.2,3.8,12.0,123.45,0.0
USE000414,PRJ003,EQP003,2025-10-02,3.39,8.61,12.0,18.15,0.0
USE000415,PRJ003,EQP003,2025-10-04,3.14,6.86,10.0,53.6,0.0
USE000416,PRJ003,EQP003,2025-10-05,10.17,1.83,12.0,206.97,2851.3
USE000417,PRJ003,EQP003,2025-10-07,2.71,5.29,8.0,32.01,1262.42
USE000418,PRJ003,EQP003,2025-10-08,8.95,1.05,10.0,103.6,3186.8
USE000419,PRJ003,EQP003,2025-10-09,4.4,3.6,8.0,89.32,1656.25
USE000420,PRJ003,EQP003,2025-10-10,8.55,1.45,10.0,134.5,0.0
USE000421,PRJ003,EQP003,2025-10-15,6.92,3.08,10.0,96.79,0.0
USE000422,PRJ003,EQP003,2025-10-20,6.5,1.5,8.0,71.7,0.0
USE000423,PRJ003,EQP003,2025-10-24,7.94,4.06,12.0,137.73,3494.37
USE000424,PRJ003,EQP003,2025-10-26,14.5,9.5,24.0,160.72,0.0
USE000425,PRJ003,EQP003,2025-10-27,7.78,0.22,8.0,97.25,0.0
USE000426,PRJ003,EQP003,2025-10-29,2.08,5.92,8.0,11.22,0.0
USE000427,PRJ003,EQP003,2025-10-31,4.99,3.01,8.0,66.49,3201.98
USE000428,PRJ003,EQP003,2025-11-01,7.3,8.7,16.0,95.26,2915.99
USE000429,PRJ003,EQP003,2025-11-02,2.24,5.76,8.0,46.38,248.6
USE000430,PRJ003,EQP003,2025-11-04,2.05,5.95,8.0,44.1,0.0
USE000431,PRJ003,EQP003,2025-11-05,3.68,6.32,10.0,49.09,0.0
USE000432,PRJ003,EQP003,2025-11-06,6.86,5.14,12.0,49.69,0.0
USE000433,PRJ003,EQP003,2025-11-14,13.4,2.6,16.0,81.73,0.0
USE000434,PRJ003,EQP003,2025-11-15,13.31,2.69,16.0,289.08,334.94
USE000435,PRJ003,EQP003,2025-11-16,9.73,0.27,10.0,140.09,0.0
USE000436,PRJ003,EQP003,2025-11-20,9.82,0.18,10.0,109.44,0.0
USE000437,PRJ003,EQP003,2025-11-21,9.72,0.28,10.0,91.29,0.0
USE000438,PRJ003,EQP003,2025-11-22,6.83,9.17,16.0,135.33,0.0
USE000439,PRJ003,EQP003,2025-11-23,3.42,4.58,8.0,61.37,0.0
USE000440,PRJ003,EQP003,2025-11-24,6.89,1.11,8.0,107.31,0.0
USE000441,PRJ003,EQP003,2025-11-28,4.48,5.52,10.0,51.49,0.0
USE000442,PRJ003,EQP003,2025-11-29,5.61,4.39,10.0,62.06,1339.87
USE000443,PRJ003,EQP003,2025-12-01,8.54,3.46,12.0,160.3,0.0
USE000444,PRJ003,EQP003,2025-12-02,23.75,0.25,24.0,170.78,1780.44
USE000445,PRJ003,EQP003,2025-12-04,12.5,3.5,16.0,75.32,3065.52
USE000446,PRJ003,EQP003,2025-12-06,5.82,6.18,12.0,91.73,2548.34
USE000447,PRJ003,EQP003,2025-12-16,8.16,1.84,10.0,78.75,765.17
USE000448,PRJ003,EQP003,2025-12-24,1.98,8.02,10.0,37.98,2826.7
USE000449,PRJ003,EQP003,2025-12-27,6.44,9.56,16.0,98.29,0.0
USE000450,PRJ003,EQP003,2025-12-31,5.97,4.03,10.0,90.7,0.0
USE000451,PRJ004,EQP004,2025-01-02,2.02,5.98,8.0,31.0,0.0
USE000452,PRJ004,EQP004,2025-01-03,2.69,13.31,16.0,42.01,2504.65
USE000453,PRJ004,EQP004,2025-01-04,4.12,7.88,12.0,74.3,0.0
USE000454,PRJ004,EQP004,2025-01-11,2.78,9.22,12.0,19.89,1474.99
USE000455,PRJ004,EQP004,2025-01-12,2.03,5.97,8.0,12.92,0.0
USE000456,PRJ004,EQP004,2025-01-19,6.75,1.25,8.0,141.05,1576.01
USE000457,PRJ004,EQP004,2025-01-21,8.46,1.54,10.0,175.89,0.0
USE000458,PRJ004,EQP004,2025-01-23,3.51,4.49,8.0,40.5,0.0
USE000459,PRJ004,EQP004,2025-01-26,2.03,5.97,8.0,35.0,0.0
USE000460,PRJ004,EQP004,2025-01-27,6.5,1.5,8.0,65.32,0.0
USE000461,PRJ004,EQP004,2025-01-29,1.83,8.17,10.0,30.05,0.0
USE000462,PRJ004,EQP004,2025-01-30,3.16,4.84,8.0,34.4,0.0
USE000463,PRJ004,EQP004,2025-01-31,5.49,2.51,8.0,77.15,2958.89
USE000464,PRJ004,EQP004,2025-02-03,2.37,7.63,10.0,17.08,0.0
USE000465,PRJ004,EQP004,2025-02-06,2.94,9.06,12.0,16.82,0.0
USE000466,PRJ004,EQP004,2025-02-07,7.54,0.46,8.0,140.72,0.0
USE000467,PRJ004,EQP004,2025-02-08,7.59,0.41,8.0,113.93,0.0
USE000468,PRJ004,EQP004,2025-02-09,1.53,10.47,12.0,15.1,934.47
USE000469,PRJ004,EQP004,2025-02-11,7.79,0.21,8.0,100.94,0.0
USE000470,PRJ004,EQP004,2025-02-16,6.99,1.01,8.0,112.57,2423.89
USE000471,PRJ004,EQP004,2025-02-18,6.89,3.11,10.0,139.82,569.1
USE000472,PRJ004,EQP004,2025-02-20,7.89,0.11,8.0,157.64,1871.85
USE000473,PRJ004,EQP004,2025-02-22,8.27,7.73,16.0,55.12,1760.16
USE000474,PRJ004,EQP004,2025-02-25,1.7,8.3,10.0,36.15,0.0
USE000475,PRJ004,EQP004,2025-03-03,4.33,7.67,12.0,64.63,2428.91
USE000476,PRJ004,EQP004,2025-03-05,2.84,9.16,12.0,53.38,1146.8
USE000477,PRJ004,EQP004,2025-03-07,11.77,0.23,12.0,121.33,0.0
USE000478,PRJ004,EQP004,2025-03-10,23.04,0.96,24.0,192.89,2927.3
USE000479,PRJ004,EQP004,2025-03-11,6.41,1.59,8.0,51.62,2921.06
USE000480,PRJ004,EQP004,2025-03-16,5.99,2.01,8.0,113.18,0.0
USE000481,PRJ004,EQP004,2025-03-17,2.01,5.99,8.0,41.59,3242.15
USE000482,PRJ004,EQP004,2025-03-19,10.85,1.15,12.0,57.32,0.0
USE000483,PRJ004,EQP004,2025-03-25,6.82,9.18,16.0,71.76,2494.93
USE000484,PRJ004,EQP004,2025-03-26,6.57,1.43,8.0,60.77,0.0
USE000485,PRJ004,EQP004,2025-03-28,11.54,0.46,12.0,163.84,0.0
USE000486,PRJ004,EQP004,2025-03-29,3.93,6.07,10.0,75.76,277.07
USE000487,PRJ004,EQP004,2025-03-31,3.48,8.52,12.0,70.15,0.0
USE000488,PRJ004,EQP004,2025-04-02,4.66,5.34,10.0,45.74,0.0
USE000489,PRJ004,EQP004,2025-04-03,3.66,12.34,16.0,35.85,0.0
USE000490,PRJ004,EQP004,2025-04-04,5.84,4.16,10.0,85.63,0.0
USE000491,PRJ004,EQP004,2025-04-09,1.54,14.46,16.0,23.25,0.0
USE000492,PRJ004,EQP004,2025-04-11,2.9,13.1,16.0,17.49,1506.4
USE000493,PRJ004,EQP004,2025-04-14,6.77,1.23,8.0,72.61,0.0
USE000494,PRJ004,EQP004,2025-04-16,12.58,3.42,16.0,220.43,2162.72
USE000495,PRJ004,EQP004,2025-04-20,6.81,1.19,8.0,99.5,2769.62
USE000496,PRJ004,EQP004,2025-04-22,6.86,3.14,10.0,74.17,0.0
USE000497,PRJ004,EQP004,2025-04-25,3.61,8.39,12.0,75.07,0.0
USE000498,PRJ004,EQP004,2025-04-28,14.75,1.25,16.0,183.12,3137.92
USE000499,PRJ004,EQP004,2025-04-30,1.82,6.18,8.0,11.08,0.0
USE000500,PRJ004,EQP004,2025-05-01,9.82,0.18,10.0,89.4,0.0
USE000501,PRJ004,EQP004,2025-05-03,12.88,3.12,16.0,277.45,551.38
USE000502,PRJ004,EQP004,2025-05-04,4.41,5.59,10.0,43.4,0.0
USE000503,PRJ004,EQP004,2025-05-05,7.46,16.54,24.0,152.82,0.0
USE000504,PRJ004,EQP004,2025-05-09,4.71,7.29,12.0,100.38,2275.95
USE000505,PRJ004,EQP004,2025-05-10,5.76,10.24,16.0,119.62,0.0
USE000506,PRJ004,EQP004,2025-05-14,3.87,6.13,10.0,64.55,2823.14
USE000507,PRJ004,EQP004,2025-05-15,4.32,3.68,8.0,57.86,0.0
USE000508,PRJ004,EQP004,2025-05-16,5.6,4.4,10.0,80.77,2263.68
USE000509,PRJ004,EQP004,2025-05-17,13.5,2.5,16.0,248.11,0.0
USE000510,PRJ004,EQP004,2025-05-19,9.6,0.4,10.0,107.73,0.0
USE000511,PRJ004,EQP004,2025-05-24,8.01,7.99,16.0,155.53,2271.34
USE000512,PRJ004,EQP004,2025-05-26,9.2,0.8,10.0,124.65,0.0
USE000513,PRJ004,EQP004,2025-05-31,7.16,0.84,8.0,55.59,2876.43
USE000514,PRJ004,EQP004,2025-06-04,9.24,2.76,12.0,190.86,0.0
USE000515,PRJ004,EQP004,2025-06-06,8.81,3.19,12.0,98.65,0.0
USE000516,PRJ004,EQP004,2025-06-08,9.14,0.86,10.0,143.59,3155.81
USE000517,PRJ004,EQP004,2025-06-10,12.98,3.02,16.0,143.12,0.0
USE000518,PRJ004,EQP004,2025-06-12,22.96,1.04,24.0,274.9,0.0
USE000519,PRJ004,EQP004,2025-06-18,5.9,4.1,10.0,105.43,407.49
USE000520,PRJ004,EQP004,2025-06-19,4.56,11.44,16.0,59.93,0.0
USE000521,PRJ004,EQP004,2025-06-23,5.46,4.54,10.0,51.99,0.0
USE000522,PRJ004,EQP004,2025-06-25,4.76,11.24,16.0,42.57,0.0
USE000523,PRJ004,EQP004,2025-06-28,6.31,3.69,10.0,109.11,0.0
USE000524,PRJ004,EQP004,2025-06-30,4.82,5.18,10.0,96.24,0.0
USE000525,PRJ004,EQP004,2025-07-01,3.25,20.75,24.0,34.62,0.0
USE000526,PRJ004,EQP004,2025-07-02,5.08,10.92,16.0,80.79,2600.74
USE000527,PRJ004,EQP004,2025-07-03,7.27,4.73,12.0,152.09,0.0
USE000528,PRJ004,EQP004,2025-07-06,7.19,2.81,10.0,54.56,0.0
USE000529,PRJ004,EQP004,2025-07-08,7.11,4.89,12.0,137.08,0.0
USE000530,PRJ004,EQP004,2025-07-10,7.1,2.9,10.0,72.12,0.0
USE000531,PRJ004,EQP004,2025-07-12,6.82,1.18,8.0,146.83,0.0
USE000532,PRJ004,EQP004,2025-07-16,2.07,5.93,8.0,11.97,0.0
USE000533,PRJ004,EQP004,2025-07-19,6.76,9.24,16.0,101.4,0.0
USE000534,PRJ004,EQP004,2025-07-25,5.93,2.07,8.0,110.28,0.0
USE000535,PRJ004,EQP004,2025-07-26,9.76,0.24,10.0,210.21,0.0
USE000536,PRJ004,EQP004,2025-07-29,9.83,2.17,12.0,195.69,0.0
USE000537,PRJ004,EQP004,2025-07-30,10.31,5.69,16.0,63.27,954.53
USE000538,PRJ004,EQP004,2025-08-02,8.79,1.21,10.0,157.64,3301.41
USE000539,PRJ004,EQP004,2025-08-03,14.49,1.51,16.0,76.99,0.0
USE000540,PRJ004,EQP004,2025-08-04,8.48,3.52,12.0,74.56,0.0
USE000541,PRJ004,EQP004,2025-08-05,11.31,0.69,12.0,102.66,0.0
USE000542,PRJ004,EQP004,2025-08-06,9.15,2.85,12.0,94.36,1719.18
USE000543,PRJ004,EQP004,2025-08-08,11.55,4.45,16.0,111.35,0.0
USE000544,PRJ004,EQP004,2025-08-09,2.74,7.26,10.0,19.96,0.0
USE000545,PRJ004,EQP004,2025-08-11,8.73,1.27,10.0,128.33,2535.73
USE000546,PRJ004,EQP004,2025-08-12,5.97,10.03,16.0,97.08,0.0
USE000547,PRJ004,EQP004,2025-08-13,6.82,3.18,10.0,56.21,1388.76
USE000548,PRJ004,EQP004,2025-08-15,7.88,2.12,10.0,77.77,0.0
USE000549,PRJ004,EQP004,2025-08-16,3.81,6.19,10.0,54.37,0.0
USE000550,PRJ004,EQP004,2025-08-20,13.79,10.21,24.0,85.99,0.0
USE000551,PRJ004,EQP004,2025-08-23,7.38,8.62,16.0,44.63,0.0
USE000552,PRJ004,EQP004,2025-08-24,8.77,1.23,10.0,106.5,0.0
USE000553,PRJ004,EQP004,2025-08-28,8.24,1.76,10.0,45.54,0.0
USE000554,PRJ004,EQP004,2025-08-30,6.23,3.77,10.0,53.96,1318.31
USE000555,PRJ004,EQP004,2025-09-03,11.43,0.57,12.0,104.42,0.0
USE000556,PRJ004,EQP004,2025-09-06,6.65,3.35,10.0,74.7,474.85
USE000557,PRJ004,EQP004,2025-09-15,1.78,6.22,8.0,35.65,0.0
USE000558,PRJ004,EQP004,2025-09-18,1.69,10.31,12.0,18.3,1310.0
USE000559,PRJ004,EQP004,2025-09-21,6.64,9.36,16.0,80.76,0.0
USE000560,PRJ004,EQP004,2025-09-26,5.17,6.83,12.0,87.79,0.0
USE000561,PRJ004,EQP004,2025-09-28,13.46,2.54,16.0,200.64,0.0
USE000562,PRJ004,EQP004,2025-10-03,2.1,5.9,8.0,27.04,0.0
USE000563,PRJ004,EQP004,2025-10-04,5.34,4.66,10.0,110.45,2085.53
USE000564,PRJ004,EQP004,2025-10-06,9.86,0.14,10.0,126.81,0.0
USE000565,PRJ004,EQP004,2025-10-08,9.65,2.35,12.0,151.32,0.0
USE000566,PRJ004,EQP004,2025-10-09,8.92,7.08,16.0,169.86,179.56
USE000567,PRJ004,EQP004,2025-10-10,11.48,4.52,16.0,79.68,0.0
USE000568,PRJ004,EQP004,2025-10-11,3.9,4.1,8.0,35.16,0.0
USE000569,PRJ004,EQP004,2025-10-13,9.29,2.71,12.0,92.54,0.0
USE000570,PRJ004,EQP004,2025-10-16,9.94,0.06,10.0,187.0,3319.23
USE000571,PRJ004,EQP004,2025-10-20,2.25,9.75,12.0,44.01,2699.41
USE000572,PRJ004,EQP004,2025-10-21,3.79,6.21,10.0,52.72,0.0
USE000573,PRJ004,EQP004,2025-10-24,2.5,5.5,8.0,14.33,2001.18
USE000574,PRJ004,EQP004,2025-10-25,7.66,4.34,12.0,65.39,0.0
USE000575,PRJ004,EQP004,2025-10-26,2.74,5.26,8.0,34.14,0.0
USE000576,PRJ004,EQP004,2025-10-30,2.27,9.73,12.0,44.81,1277.04
USE000577,PRJ004,EQP004,2025-11-05,7.94,4.06,12.0,173.76,0.0
USE000578,PRJ004,EQP004,2025-11-07,7.82,0.18,8.0,103.22,0.0
USE000579,PRJ004,EQP004,2025-11-10,9.89,0.11,10.0,211.62,0.0
USE000580,PRJ004,EQP004,2025-11-11,8.76,7.24,16.0,128.95,0.0
USE000581,PRJ004,EQP004,2025-11-13,8.94,3.06,12.0,102.81,1040.59
USE000582,PRJ004,EQP004,2025-11-15,15.63,0.37,16.0,190.68,0.0
USE000583,PRJ004,EQP004,2025-11-19,8.55,3.45,12.0,180.0,2396.16
USE000584,PRJ004,EQP004,2025-11-23,8.96,3.04,12.0,118.46,1111.4
USE000585,PRJ004,EQP004,2025-11-24,4.05,7.95,12.0,84.31,0.0
USE000586,PRJ004,EQP004,2025-11-25,1.95,10.05,12.0,24.62,0.0
USE000587,PRJ004,EQP004,2025-11-26,4.12,3.88,8.0,80.61,2389.47
USE000588,PRJ004,EQP004,2025-11-27,9.51,2.49,12.0,154.64,0.0
USE000589,PRJ004,EQP004,2025-11-29,2.77,5.23,8.0,40.09,0.0
USE000590,PRJ004,EQP004,2025-11-30,5.56,6.44,12.0,106.51,0.0
USE000591,PRJ004,EQP004,2025-12-01,6.89,1.11,8.0,106.53,0.0
USE000592,PRJ004,EQP004,2025-12-06,7.85,4.15,12.0,86.06,0.0
USE000593,PRJ004,EQP004,2025-12-07,6.07,3.93,10.0,37.47,0.0
USE000594,PRJ004,EQP004,2025-12-09,3.92,4.08,8.0,49.89,0.0
USE000595,PRJ004,EQP004,2025-12-10,7.68,8.32,16.0,71.18,0.0
USE000596,PRJ004,EQP004,2025-12-11,7.35,8.65,16.0,84.39,0.0
USE000597,PRJ004,EQP004,2025-12-13,2.91,7.09,10.0,51.8,0.0
USE000598,PRJ004,EQP004,2025-12-18,3.94,6.06,10.0,44.65,0.0
USE000599,PRJ004,EQP004,2025-12-26,5.61,2.39,8.0,66.33,0.0
USE000600,PRJ004,EQP004,2025-12-28,4.09,19.91,24.0,49.14,2353.09
USE000601,PRJ005,EQP005,2025-01-01,4.04,5.96,10.0,42.1,0.0
USE000602,PRJ005,EQP005,2025-01-03,6.44,5.56,12.0,35.08,0.0
USE000603,PRJ005,EQP005,2025-01-07,3.39,8.61,12.0,54.42,0.0
USE000604,PRJ005,EQP005,2025-01-09,8.86,3.14,12.0,93.12,0.0
USE000605,PRJ005,EQP005,2025-01-13,3.47,6.53,10.0,57.88,0.0
USE000606,PRJ005,EQP005,2025-01-16,22.31,1.69,24.0,161.61,0.0
USE000607,PRJ005,EQP005,2025-01-21,9.69,0.31,10.0,141.74,2495.53
USE000608,PRJ005,EQP005,2025-01-22,10.64,1.36,12.0,96.74,918.46
USE000609,PRJ005,EQP005,2025-01-28,8.99,1.01,10.0,50.94,0.0
USE000610,PRJ005,EQP005,2025-01-31,5.5,2.5,8.0,34.06,184.74
USE000611,PRJ005,EQP005,2025-02-01,8.35,1.65,10.0,47.61,1372.08
USE000612,PRJ005,EQP005,2025-02-02,5.57,4.43,10.0,75.23,0.0
USE000613,PRJ005,EQP005,2025-02-03,2.42,13.58,16.0,40.62,0.0
USE000614,PRJ005,EQP005,2025-02-05,8.98,1.02,10.0,162.89,0.0
USE000615,PRJ005,EQP005,2025-02-07,5.52,2.48,8.0,74.35,1647.06
USE000616,PRJ005,EQP005,2025-02-08,22.91,1.09,24.0,402.24,2156.21
USE000617,PRJ005,EQP005,2025-02-11,9.55,0.45,10.0,121.73,0.0
USE000618,PRJ005,EQP005,2025-02-13,6.26,9.74,16.0,112.81,0.0
USE000619,PRJ005,EQP005,2025-02-14,8.73,1.27,10.0,169.05,0.0
USE000620,PRJ005,EQP005,2025-02-17,3.95,8.05,12.0,42.06,0.0
USE000621,PRJ005,EQP005,2025-02-23,4.56,3.44,8.0,45.64,1315.57
USE000622,PRJ005,EQP005,2025-02-27,7.99,2.01,10.0,150.22,0.0
USE000623,PRJ005,EQP005,2025-02-28,3.48,12.52,16.0,47.39,0.0
USE000624,PRJ005,EQP005,2025-03-03,14.9,9.1,24.0,317.77,0.0
USE000625,PRJ005,EQP005,2025-03-04,3.82,4.18,8.0,73.68,319.21
USE000626,PRJ005,EQP005,2025-03-05,15.92,8.08,24.0,186.01,0.0
USE000627,PRJ005,EQP005,2025-03-08,11.22,0.78,12.0,197.47,0.0
USE000628,PRJ005,EQP005,2025-03-09,9.18,0.82,10.0,164.94,0.0
USE000629,PRJ005,EQP005,2025-03-17,1.71,8.29,10.0,30.65,0.0
USE000630,PRJ005,EQP005,2025-03-18,3.07,8.93,12.0,53.91,0.0
USE000631,PRJ005,EQP005,2025-03-20,6.54,1.46,8.0,77.98,0.0
USE000632,PRJ005,EQP005,2025-03-23,7.05,8.95,16.0,120.27,1868.84
USE000633,PRJ005,EQP005,2025-03-26,6.14,9.86,16.0,79.79,0.0
USE000634,PRJ005,EQP005,2025-03-27,5.5,10.5,16.0,82.05,1417.51
USE000635,PRJ005,EQP005,2025-03-28,1.79,6.21,8.0,34.04,0.0
USE000636,PRJ005,EQP005,2025-03-31,1.79,14.21,16.0,25.58,0.0
USE000637,PRJ005,EQP005,2025-04-04,4.68,11.32,16.0,39.38,0.0
USE000638,PRJ005,EQP005,2025-04-05,3.96,8.04,12.0,76.26,0.0
USE000639,PRJ005,EQP005,2025-04-06,8.25,1.75,10.0,53.62,2163.22
USE000640,PRJ005,EQP005,2025-04-08,2.36,9.64,12.0,48.23,581.97
USE000641,PRJ005,EQP005,2025-04-13,3.04,6.96,10.0,52.58,1037.39
USE000642,PRJ005,EQP005,2025-04-14,3.93,6.07,10.0,72.1,0.0
USE000643,PRJ005,EQP005,2025-04-15,3.2,8.8,12.0,65.63,0.0
