report_id,project_id,report_date,planned_progress_pct,actual_progress_pct,work_completed_qty,workers_on_site,weather,delay_hours
DPR000329,PRJ001,2025-11-25,84.49,81.98,90.15,107,Cloudy,1.3
DPR000330,PRJ001,2025-11-26,84.68,82.4,432.18,137,Light Rain,0.0
DPR000331,PRJ001,2025-11-27,84.87,82.65,167.35,196,Light Rain,2.06
DPR000332,PRJ001,2025-11-28,85.06,82.44,220.53,96,Cloudy,2.83
DPR000333,PRJ001,2025-11-29,85.25,83.5,140.33,215,Clear,1.43
DPR000334,PRJ001,2025-11-30,85.44,82.79,123.1,132,Light Rain,2.07
DPR000335,PRJ001,2025-12-01,85.63,83.24,357.94,54,Cloudy,0.83
DPR000336,PRJ001,2025-12-02,85.82,83.53,403.55,47,Cloudy,0.0
DPR000337,PRJ001,2025-12-03,86.01,83.57,345.29,70,Cloudy,1.33
DPR000338,PRJ001,2025-12-04,86.2,84.33,371.47,212,Heavy Rain,1.36
DPR000339,PRJ001,2025-12-05,86.39,83.55,275.05,97,Cloudy,0.45
DPR000340,PRJ001,2025-12-06,86.58,84.25,294.43,124,Cloudy,0.44
DPR000341,PRJ001,2025-12-07,86.77,84.85,320.49,87,Cloudy,1.26
DPR000342,PRJ001,2025-12-08,86.96,84.4,80.03,181,Clear,0.52
DPR000343,PRJ001,2025-12-09,87.15,84.06,337.18,96,Cloudy,0.0
DPR000344,PRJ001,2025-12-10,87.34,84.58,403.21,51,Cloudy,0.2
DPR000345,PRJ001,2025-12-11,87.53,85.05,233.58,189,Cloudy,0.58
DPR000346,PRJ001,2025-12-12,87.72,86.0,57.42,194,Clear,1.71
DPR000347,PRJ001,2025-12-13,87.9,86.39,455.14,105,Clear,0.0
DPR000348,PRJ001,2025-12-14,88.09,86.2,398.0,128,Clear,0.61
DPR000349,PRJ001,2025-12-15,88.28,85.7,84.32,205,Heavy Rain,1.02
DPR000350,PRJ001,2025-12-16,88.47,86.57,445.87,147,Light Rain,1.26
DPR000351,PRJ001,2025-12-17,88.66,86.08,129.22,173,Cloudy,0.5
DPR000352,PRJ001,2025-12-18,88.85,86.45,457.97,186,Light Rain,0.37
DPR000353,PRJ001,2025-12-19,89.04,86.66,453.46,156,Cloudy,0.87
DPR000354,PRJ001,2025-12-20,89.23,87.34,221.8,208,Clear,0.0
DPR000355,PRJ001,2025-12-21,89.42,86.74,407.31,101,Clear,0.24
DPR000356,PRJ001,2025-12-22,89.61,87.1,107.63,61,Cloudy,1.33
DPR000357,PRJ001,2025-12-23,89.8,87.56,440.93,115,Light Rain,1.27
DPR000358,PRJ001,2025-12-24,89.99,87.43,315.92,62,Cloudy,0.97
DPR000359,PRJ001,2025-12-25,90.18,88.21,42.33,41,Cloudy,0.97
DPR000360,PRJ001,2025-12-26,90.37,88.12,40.52,212,Cloudy,0.89
DPR000361,PRJ001,2025-12-27,90.56,88.62,186.17,188,Cloudy,0.8
DPR000362,PRJ001,2025-12-28,90.75,88.8,111.95,81,Clear,0.19
DPR000363,PRJ001,2025-12-29,90.94,89.08,257.18,55,Heavy Rain,0.36
DPR000364,PRJ001,2025-12-30,91.13,89.32,46.14,154,Clear,1.61
DPR000365,PRJ001,2025-12-31,91.32,89.25,309.86,148,Cloudy,1.09
DPR000366,PRJ002,2025-01-01,18.49,16.98,326.47,160,Heavy Rain,0.35
DPR000367,PRJ002,2025-01-02,18.64,16.31,369.2,122,Cloudy,0.0
DPR000368,PRJ002,2025-01-03,18.79,16.57,417.24,187,Clear,0.68
DPR000369,PRJ002,2025-01-04,18.94,16.71,407.11,100,Clear,0.19
DPR000370,PRJ002,2025-01-05,19.09,16.78,183.79,49,Clear,1.17
DPR000371,PRJ002,2025-01-06,19.24,17.24,376.61,152,Cloudy,1.09
DPR000372,PRJ002,2025-01-07,19.39,16.88,74.49,200,Clear,0.75
DPR000373,PRJ002,2025-01-08,19.54,17.48,217.99,189,Cloudy,0.21
DPR000374,PRJ002,2025-01-09,19.69,17.27,99.15,158,Cloudy,0.0
DPR000375,PRJ002,2025-01-10,19.84,17.75,191.29,90,Light Rain,0.0
DPR000376,PRJ002,2025-01-11,19.99,17.85,155.66,199,Cloudy,0.92
DPR000377,PRJ002,2025-01-12,20.14,18.34,401.27,204,Light Rain,1.31
DPR000378,PRJ002,2025-01-13,20.29,18.56,449.66,201,Cloudy,0.41
DPR000379,PRJ002,2025-01-14,20.44,18.26,187.46,46,Clear,0.76
DPR000380,PRJ002,2025-01-15,20.59,18.76,430.05,88,Cloudy,0.56
DPR000381,PRJ002,2025-01-16,20.74,18.09,241.66,148,Light Rain,0.0
DPR000382,PRJ002,2025-01-17,20.89,18.85,373.19,73,Cloudy,0.62
DPR000383,PRJ002,2025-01-18,21.04,18.99,427.32,97,Light Rain,0.75
DPR000384,PRJ002,2025-01-19,21.19,18.48,476.93,169,Clear,0.82
DPR000385,PRJ002,2025-01-20,21.34,18.34,236.53,203,Clear,0.0
DPR000386,PRJ002,2025-01-21,21.49,19.4,135.47,206,Light Rain,0.18
DPR000387,PRJ002,2025-01-22,21.64,19.24,144.46,68,Light Rain,0.09
DPR000388,PRJ002,2025-01-23,21.79,19.59,290.8,125,Cloudy,0.91
DPR000389,PRJ002,2025-01-24,21.94,19.22,212.4,127,Cloudy,0.24
DPR000390,PRJ002,2025-01-25,22.09,19.89,398.94,122,Cloudy,0.0
DPR000391,PRJ002,2025-01-26,22.24,19.46,414.87,85,Cloudy,0.13
DPR000392,PRJ002,2025-01-27,22.39,20.31,141.26,63,Cloudy,0.22
DPR000393,PRJ002,2025-01-28,22.54,20.0,457.15,106,Light Rain,1.16
DPR000394,PRJ002,2025-01-29,22.69,20.52,49.31,105,Clear,0.78
DPR000395,PRJ002,2025-01-30,22.84,20.03,272.07,39,Light Rain,0.0
DPR000396,PRJ002,2025-01-31,22.99,20.87,432.16,106,Clear,0.0
DPR000397,PRJ002,2025-02-01,23.14,20.6,467.54,48,Clear,0.38
DPR000398,PRJ002,2025-02-02,23.29,21.08,135.75,80,Cloudy,0.0
DPR000399,PRJ002,2025-02-03,23.44,20.86,282.64,130,Light Rain,0.0
DPR000400,PRJ002,2025-02-04,23.59,20.65,109.73,129,Cloudy,0.0
DPR000401,PRJ002,2025-02-05,23.74,21.07,210.09,130,Clear,0.0
DPR000402,PRJ002,2025-02-06,23.89,21.4,183.67,200,Clear,0.64
DPR000403,PRJ002,2025-02-07,24.04,21.21,270.68,82,Cloudy,0.0
DPR000404,PRJ002,2025-02-08,24.19,21.59,112.87,165,Light Rain,1.05
DPR000405,PRJ002,2025-02-09,24.34,21.32,126.79,178,Cloudy,0.06
DPR000406,PRJ002,2025-02-10,24.49,22.14,357.19,69,Light Rain,0.0
DPR000407,PRJ002,2025-02-11,24.64,21.8,389.9,202,Cloudy,0.65
DPR000408,PRJ002,2025-02-12,24.79,22.01,325.49,195,Light Rain,0.94
DPR000409,PRJ002,2025-02-13,24.94,21.7,67.24,144,Clear,0.11
DPR000410,PRJ002,2025-02-14,25.09,22.36,476.0,209,Clear,0.16
DPR000411,PRJ002,2025-02-15,25.24,22.34,56.75,75,Clear,0.14
DPR000412,PRJ002,2025-02-16,25.39,22.51,150.59,174,Clear,1.08
DPR000413,PRJ002,2025-02-17,25.54,22.24,318.82,75,Clear,0.39
DPR000414,PRJ002,2025-02-18,25.69,22.55,274.93,100,Light Rain,0.11
DPR000415,PRJ002,2025-02-19,25.84,23.53,68.44,119,Heavy Rain,1.63
DPR000416,PRJ002,2025-02-20,25.99,22.86,313.91,171,Clear,0.0
DPR000417,PRJ002,2025-02-21,26.14,23.07,479.21,36,Clear,0.77
DPR000418,PRJ002,2025-02-22,26.29,22.99,143.92,126,Clear,1.18
DPR000419,PRJ002,2025-02-23,26.44,23.78,108.76,39,Light Rain,0.0
DPR000420,PRJ002,2025-02-24,26.59,23.69,47.59,43,Cloudy,0.34
DPR000421,PRJ002,2025-02-25,26.74,24.06,228.4,55,Clear,0.85
DPR000422,PRJ002,2025-02-26,26.89,24.12,460.36,205,Heavy Rain,0.0
DPR000423,PRJ002,2025-02-27,27.04,24.26,132.9,188,Cloudy,1.65
DPR000424,PRJ002,2025-02-28,27.19,24.37,240.95,185,Light Rain,0.71
DPR000425,PRJ002,2025-03-01,27.34,24.13,324.17,126,Clear,0.69
DPR000426,PRJ002,2025-03-02,27.49,24.19,227.68,85,Clear,1.45
DPR000427,PRJ002,2025-03-03,27.64,24.25,296.58,198,Clear,0.33
DPR000428,PRJ002,2025-03-04,27.79,24.62,204.2,78,Clear,0.0
DPR000429,PRJ002,2025-03-05,27.94,25.26,372.33,85,Cloudy,1.13
DPR000430,PRJ002,2025-03-06,28.09,25.12,219.42,208,Cloudy,0.71
DPR000431,PRJ002,2025-03-07,28.24,24.79,219.61,189,Clear,0.0
DPR000432,PRJ002,2025-03-08,28.39,24.84,51.12,57,Cloudy,0.0
DPR000433,PRJ002,2025-03-09,28.54,25.37,146.05,205,Clear,0.0
DPR000434,PRJ002,2025-03-10,28.69,25.26,270.42,56,Clear,0.0
DPR000435,PRJ002,2025-03-11,28.84,25.03,279.6,92,Cloudy,0.0
DPR000436,PRJ002,2025-03-12,28.99,25.78,453.91,95,Clear,0.26
DPR000437,PRJ002,2025-03-13,29.14,25.77,471.67,140,Cloudy,2.25
DPR000438,PRJ002,2025-03-14,29.29,25.62,468.65,149,Clear,0.0
DPR000439,PRJ002,2025-03-15,29.44,26.25,205.86,115,Clear,1.21
DPR000440,PRJ002,2025-03-16,29.59,26.23,323.7,207,Heavy Rain,0.71
DPR000441,PRJ002,2025-03-17,29.74,26.6,287.68,148,Clear,0.0
DPR000442,PRJ002,2025-03-18,29.89,26.75,238.03,165,Clear,1.39
DPR000443,PRJ002,2025-03-19,30.04,27.08,50.34,86,Heavy Rain,0.2
DPR000444,PRJ002,2025-03-20,30.19,26.78,334.99,166,Clear,0.0
DPR000445,PRJ002,2025-03-21,30.34,27.09,296.73,122,Cloudy,0.0
DPR000446,PRJ002,2025-03-22,30.48,27.18,285.6,102,Light Rain,0.71
DPR000447,PRJ002,2025-03-23,30.63,26.49,178.1,166,Clear,0.34
DPR000448,PRJ002,2025-03-24,30.78,26.48,134.0,50,Light Rain,0.0
DPR000449,PRJ002,2025-03-25,30.93,27.54,221.13,58,Light Rain,1.16
DPR000450,PRJ002,2025-03-26,31.08,27.53,103.34,95,Light Rain,0.36
DPR000451,PRJ002,2025-03-27,31.23,27.53,265.46,71,Clear,0.17
DPR000452,PRJ002,2025-03-28,31.38,27.57,466.56,97,Clear,1.03
DPR000453,PRJ002,2025-03-29,31.53,27.96,276.61,97,Clear,0.0
DPR000454,PRJ002,2025-03-30,31.68,28.42,243.76,94,Cloudy,0.28
DPR000455,PRJ002,2025-03-31,31.83,28.6,260.05,109,Cloudy,0.0
DPR000456,PRJ002,2025-04-01,31.98,28.99,424.42,186,Cloudy,0.54
DPR000457,PRJ002,2025-04-02,32.13,29.14,304.78,70,Clear,0.98
DPR000458,PRJ002,2025-04-03,32.28,28.34,106.35,47,Cloudy,0.0
DPR000459,PRJ002,2025-04-04,32.43,28.49,172.75,204,Cloudy,0.0
DPR000460,PRJ002,2025-04-05,32.58,28.75,128.49,136,Heavy Rain,1.19
DPR000461,PRJ002,2025-04-06,32.73,29.36,299.37,121,Cloudy,1.39
DPR000462,PRJ002,2025-04-07,32.88,28.99,297.54,80,Clear,1.26
DPR000463,PRJ002,2025-04-08,33.03,29.27,165.36,93,Light Rain,1.53
DPR000464,PRJ002,2025-04-09,33.18,29.54,350.48,199,Light Rain,0.0
DPR000465,PRJ002,2025-04-10,33.33,29.79,139.43,108,Cloudy,0.0
DPR000466,PRJ002,2025-04-11,33.48,29.3,174.8,107,Clear,0.4
DPR000467,PRJ002,2025-04-12,33.63,30.47,303.08,153,Light Rain,0.0
DPR000468,PRJ002,2025-04-13,33.78,29.93,137.4,104,Heavy Rain,0.0
DPR000469,PRJ002,2025-04-14,33.93,30.77,37.22,90,Cloudy,0.23
DPR000470,PRJ002,2025-04-15,34.08,29.98,375.3,69,Clear,0.0
DPR000471,PRJ002,2025-04-16,34.23,30.28,443.81,181,Light Rain,1.49
DPR000472,PRJ002,2025-04-17,34.38,30.39,383.36,81,Cloudy,0.0
DPR000473,PRJ002,2025-04-18,34.53,30.66,130.93,128,Cloudy,0.76
DPR000474,PRJ002,2025-04-19,34.68,31.29,427.85,84,Clear,0.0
DPR000475,PRJ002,2025-04-20,34.83,30.58,115.96,61,Clear,0.0
DPR000476,PRJ002,2025-04-21,34.98,31.42,398.01,170,Cloudy,0.0
DPR000477,PRJ002,2025-04-22,35.13,31.03,185.18,36,Cloudy,0.03
DPR000478,PRJ002,2025-04-23,35.28,31.51,85.69,148,Cloudy,0.0
DPR000479,PRJ002,2025-04-24,35.43,31.43,175.74,207,Cloudy,1.1
DPR000480,PRJ002,2025-04-25,35.58,31.65,424.3,72,Light Rain,0.0
DPR000481,PRJ002,2025-04-26,35.73,31.22,242.15,201,Clear,0.11
DPR000482,PRJ002,2025-04-27,35.88,31.79,459.18,43,Clear,0.0
DPR000483,PRJ002,2025-04-28,36.03,32.01,320.22,46,Clear,0.54
DPR000484,PRJ002,2025-04-29,36.18,32.43,452.28,160,Clear,0.17
DPR000485,PRJ002,2025-04-30,36.33,31.89,327.12,35,Cloudy,0.0
DPR000486,PRJ002,2025-05-01,36.48,32.14,155.42,118,Clear,0.64
DPR000487,PRJ002,2025-05-02,36.63,32.63,182.41,181,Clear,0.0
DPR000488,PRJ002,2025-05-03,36.78,32.26,92.35,119,Cloudy,0.0
DPR000489,PRJ002,2025-05-04,36.93,32.56,435.99,134,Clear,1.19
DPR000490,PRJ002,2025-05-05,37.08,32.91,410.16,53,Clear,0.02
DPR000491,PRJ002,2025-05-06,37.23,32.98,169.99,145,Heavy Rain,0.0
DPR000492,PRJ002,2025-05-07,37.38,33.41,319.58,67,Cloudy,0.87
DPR000493,PRJ002,2025-05-08,37.53,33.69,116.79,97,Cloudy,0.0
DPR000494,PRJ002,2025-05-09,37.68,33.74,117.83,35,Clear,0.43
DPR000495,PRJ002,2025-05-10,37.83,33.33,442.63,121,Heavy Rain,0.0
DPR000496,PRJ002,2025-05-11,37.98,33.69,353.14,92,Cloudy,0.0
DPR000497,PRJ002,2025-05-12,38.13,34.1,118.91,135,Cloudy,1.31
DPR000498,PRJ002,2025-05-13,38.28,33.68,351.29,49,Heavy Rain,0.0
DPR000499,PRJ002,2025-05-14,38.43,33.86,420.82,171,Clear,0.29
DPR000500,PRJ002,2025-05-15,38.58,34.44,149.51,102,Cloudy,0.0
DPR000501,PRJ002,2025-05-16,38.73,34.39,70.84,208,Light Rain,0.48
DPR000502,PRJ002,2025-05-17,38.88,34.7,121.79,169,Clear,0.0
DPR000503,PRJ002,2025-05-18,39.03,34.13,323.31,175,Cloudy,0.69
DPR000504,PRJ002,2025-05-19,39.18,34.79,449.65,106,Light Rain,0.58
DPR000505,PRJ002,2025-05-20,39.33,34.58,323.98,132,Clear,0.29
DPR000506,PRJ002,2025-05-21,39.48,34.75,83.72,206,Clear,1.26
DPR000507,PRJ002,2025-05-22,39.63,35.47,386.84,215,Clear,2.68
DPR000508,PRJ002,2025-05-23,39.78,35.15,159.86,144,Clear,0.55
DPR000509,PRJ002,2025-05-24,39.93,35.66,373.17,88,Clear,0.47
DPR000510,PRJ002,2025-05-25,40.08,35.18,121.7,163,Cloudy,0.0
DPR000511,PRJ002,2025-05-26,40.23,35.36,84.89,59,Clear,0.0
DPR000512,PRJ002,2025-05-27,40.38,35.75,459.58,130,Clear,0.79
DPR000513,PRJ002,2025-05-28,40.53,35.67,434.72,210,Light Rain,0.0
DPR000514,PRJ002,2025-05-29,40.68,35.61,282.52,139,Clear,1.03
DPR000515,PRJ002,2025-05-30,40.83,36.18,245.3,57,Cloudy,0.39
DPR000516,PRJ002,2025-05-31,40.98,36.52,51.6,214,Light Rain,0.0
DPR000517,PRJ002,2025-06-01,41.13,36.18,286.57,71,Clear,0.0
DPR000518,PRJ002,2025-06-02,41.28,36.31,247.3,42,Clear,0.0
DPR000519,PRJ002,2025-06-03,41.43,36.41,374.72,98,Clear,1.1
DPR000520,PRJ002,2025-06-04,41.58,36.37,320.54,211,Cloudy,0.0
DPR000521,PRJ002,2025-06-05,41.73,36.76,250.14,112,Clear,0.59
DPR000522,PRJ002,2025-06-06,41.88,36.97,49.96,133,Clear,1.07
DPR000523,PRJ002,2025-06-07,42.03,37.03,319.24,40,Clear,0.0
DPR000524,PRJ002,2025-06-08,42.18,37.71,191.97,151,Cloudy,1.22
DPR000525,PRJ002,2025-06-09,42.33,38.27,251.71,36,Light Rain,0.0
DPR000526,PRJ002,2025-06-10,42.48,36.98,46.78,213,Light Rain,0.0
DPR000527,PRJ002,2025-06-11,42.63,37.73,479.74,50,Clear,0.0
DPR000528,PRJ002,2025-06-12,42.78,37.73,301.83,167,Clear,0.95
DPR000529,PRJ002,2025-06-13,42.92,37.85,277.99,180,Clear,0.98
DPR000530,PRJ002,2025-06-14,43.07,37.75,80.29,149,Clear,0.46
DPR000531,PRJ002,2025-06-15,43.22,38.38,228.15,182,Light Rain,0.0
DPR000532,PRJ002,2025-06-16,43.37,38.73,215.89,165,Light Rain,0.21
DPR000533,PRJ002,2025-06-17,43.52,38.06,455.14,124,Clear,0.0
DPR000534,PRJ002,2025-06-18,43.67,39.26,191.35,85,Cloudy,0.34
DPR000535,PRJ002,2025-06-19,43.82,38.44,266.74,69,Light Rain,0.57
DPR000536,PRJ002,2025-06-20,43.97,37.99,258.83,97,Cloudy,0.0
DPR000537,PRJ002,2025-06-21,44.12,39.46,379.36,95,Clear,0.0
DPR000538,PRJ002,2025-06-22,44.27,38.82,181.38,107,Cloudy,0.0
DPR000539,PRJ002,2025-06-23,44.42,39.21,248.87,139,Cloudy,1.29
DPR000540,PRJ002,2025-06-24,44.57,39.22,295.39,160,Cloudy,1.11
DPR000541,PRJ002,2025-06-25,44.72,39.47,343.85,95,Clear,0.0
DPR000542,PRJ002,2025-06-26,44.87,39.94,51.16,154,Light Rain,0.6
DPR000543,PRJ002,2025-06-27,45.02,39.86,223.83,148,Light Rain,1.9
DPR000544,PRJ002,2025-06-28,45.17,40.34,162.6,36,Light Rain,0.66
DPR000545,PRJ002,2025-06-29,45.32,40.32,125.19,138,Cloudy,0.0
DPR000546,PRJ002,2025-06-30,45.47,40.51,154.49,161,Clear,1.12
DPR000547,PRJ002,2025-07-01,45.62,40.71,47.61,80,Light Rain,0.87
DPR000548,PRJ002,2025-07-02,45.77,39.98,342.92,171,Cloudy,0.87
DPR000549,PRJ002,2025-07-03,45.92,41.0,267.92,127,Light Rain,0.0
DPR000550,PRJ002,2025-07-04,46.07,40.72,147.01,202,Cloudy,0.0
DPR000551,PRJ002,2025-07-05,46.22,40.8,94.62,134,Clear,0.64
DPR000552,PRJ002,2025-07-06,46.37,40.7,310.91,129,Light Rain,0.86
DPR000553,PRJ002,2025-07-07,46.52,41.8,418.04,127,Cloudy,0.46
DPR000554,PRJ002,2025-07-08,46.67,41.4,270.25,98,Clear,0.3
DPR000555,PRJ002,2025-07-09,46.82,41.62,400.62,169,Cloudy,0.0
DPR000556,PRJ002,2025-07-10,46.97,41.39,285.06,139,Clear,0.38
DPR000557,PRJ002,2025-07-11,47.12,41.72,300.33,93,Clear,0.64
DPR000558,PRJ002,2025-07-12,47.27,41.42,426.14,83,Clear,0.49
DPR000559,PRJ002,2025-07-13,47.42,42.05,181.0,208,Cloudy,0.0
DPR000560,PRJ002,2025-07-14,47.57,42.13,50.62,187,Heavy Rain,0.03
DPR000561,PRJ002,2025-07-15,47.72,41.93,436.52,40,Light Rain,1.75
DPR000562,PRJ002,2025-07-16,47.87,42.17,37.99,38,Clear,0.23
DPR000563,PRJ002,2025-07-17,48.02,42.36,310.77,107,Clear,0.0
DPR000564,PRJ002,2025-07-18,48.17,42.39,233.97,90,Cloudy,0.73
DPR000565,PRJ002,2025-07-19,48.32,42.48,227.39,184,Light Rain,0.57
DPR000566,PRJ002,2025-07-20,48.47,43.22,231.76,187,Cloudy,0.0
DPR000567,PRJ002,2025-07-21,48.62,42.63,346.49,71,Cloudy,1.59
DPR000568,PRJ002,2025-07-22,48.77,43.37,256.78,173,Cloudy,0.22
DPR000569,PRJ002,2025-07-23,48.92,42.56,306.46,103,Light Rain,0.0
DPR000570,PRJ002,2025-07-24,49.07,43.49,209.46,58,Light Rain,0.36
DPR000571,PRJ002,2025-07-25,49.22,44.03,35.29,148,Cloudy,0.0
DPR000572,PRJ002,2025-07-26,49.37,44.72,395.42,154,Cloudy,0.67
DPR000573,PRJ002,2025-07-27,49.52,44.52,349.73,57,Heavy Rain,0.0
DPR000574,PRJ002,2025-07-28,49.67,44.03,306.2,217,Clear,0.0
DPR000575,PRJ002,2025-07-29,49.82,44.16,266.78,147,Clear,0.29
DPR000576,PRJ002,2025-07-30,49.97,44.28,227.38,195,Clear,0.0
DPR000577,PRJ002,2025-07-31,50.12,44.25,250.55,124,Clear,0.0
DPR000578,PRJ002,2025-08-01,50.27,44.77,348.78,44,Light Rain,1.42
DPR000579,PRJ002,2025-08-02,50.42,44.36,103.73,77,Light Rain,0.87
DPR000580,PRJ002,2025-08-03,50.57,44.83,135.24,91,Clear,0.0
DPR000581,PRJ002,2025-08-04,50.72,45.1,478.95,64,Light Rain,1.39
DPR000582,PRJ002,2025-08-05,50.87,45.39,188.1,56,Cloudy,1.13
DPR000583,PRJ002,2025-08-06,51.02,45.38,256.73,134,Cloudy,0.07
DPR000584,PRJ002,2025-08-07,51.17,45.72,259.25,206,Light Rain,0.96
DPR000585,PRJ002,2025-08-08,51.32,45.8,396.42,180,Cloudy,0.84
DPR000586,PRJ002,2025-08-09,51.47,45.68,374.07,194,Clear,0.0
DPR000587,PRJ002,2025-08-10,51.62,45.39,178.43,145,Light Rain,0.22
DPR000588,PRJ002,2025-08-11,51.77,46.21,67.8,106,Light Rain,0.73
DPR000589,PRJ002,2025-08-12,51.92,45.9,356.5,108,Light Rain,0.38
DPR000590,PRJ002,2025-08-13,52.07,46.7,381.81,204,Clear,0.69
DPR000591,PRJ002,2025-08-14,52.22,45.89,393.67,121,Clear,1.11
DPR000592,PRJ002,2025-08-15,52.37,46.51,230.05,51,Clear,0.2
DPR000593,PRJ002,2025-08-16,52.52,46.52,132.92,116,Clear,0.0
DPR000594,PRJ002,2025-08-17,52.67,46.1,123.54,208,Clear,0.56
DPR000595,PRJ002,2025-08-18,52.82,46.32,308.69,37,Cloudy,0.1
DPR000596,PRJ002,2025-08-19,52.97,47.37,106.08,199,Clear,0.0
DPR000597,PRJ002,2025-08-20,53.12,47.38,158.49,169,Light Rain,0.39
DPR000598,PRJ002,2025-08-21,53.27,47.31,428.9,118,Cloudy,0.04
DPR000599,PRJ002,2025-08-22,53.42,47.09,82.34,174,Cloudy,0.7
DPR000600,PRJ002,2025-08-23,53.57,47.19,62.51,213,Light Rain,0.0
DPR000601,PRJ002,2025-08-24,53.72,47.9,272.8,154,Clear,0.71
DPR000602,PRJ002,2025-08-25,53.87,47.42,58.05,86,Light Rain,0.0
DPR000603,PRJ002,2025-08-26,54.02,47.79,144.95,114,Clear,0.0
DPR000604,PRJ002,2025-08-27,54.17,48.15,125.4,193,Clear,0.88
DPR000605,PRJ002,2025-08-28,54.32,48.24,220.59,159,Clear,0.0
DPR000606,PRJ002,2025-08-29,54.47,48.36,431.06,197,Cloudy,0.0
DPR000607,PRJ002,2025-08-30,54.62,48.6,128.99,96,Clear,0.5
DPR000608,PRJ002,2025-08-31,54.77,49.22,306.82,58,Clear,0.0
DPR000609,PRJ002,2025-09-01,54.92,48.45,425.85,104,Cloudy,0.61
DPR000610,PRJ002,2025-09-02,55.07,48.64,363.35,94,Clear,0.0
DPR000611,PRJ002,2025-09-03,55.21,48.29,117.09,175,Clear,0.0
DPR000612,PRJ002,2025-09-04,55.36,49.55,204.73,52,Clear,0.0
DPR000613,PRJ002,2025-09-05,55.51,49.69,276.43,78,Clear,0.0
DPR000614,PRJ002,2025-09-06,55.66,49.1,46.03,174,Clear,0.36
DPR000615,PRJ002,2025-09-07,55.81,48.79,290.45,217,Clear,0.53
DPR000616,PRJ002,2025-09-08,55.96,49.48,333.19,161,Clear,0.0
DPR000617,PRJ002,2025-09-09,56.11,50.07,372.48,212,Light Rain,0.0
DPR000618,PRJ002,2025-09-10,56.26,50.27,359.97,218,Light Rain,1.2
DPR000619,PRJ002,2025-09-11,56.41,49.74,319.04,139,Light Rain,0.04
DPR000620,PRJ002,2025-09-12,56.56,50.57,390.71,130,Heavy Rain,0.0
DPR000621,PRJ002,2025-09-13,56.71,50.82,371.83,135,Light Rain,0.0
DPR000622,PRJ002,2025-09-14,56.86,50.87,109.44,208,Heavy Rain,0.29
DPR000623,PRJ002,2025-09-15,57.01,51.0,389.13,181,Clear,0.75
DPR000624,PRJ002,2025-09-16,57.16,50.76,262.29,116,Clear,0.0
DPR000625,PRJ002,2025-09-17,57.31,50.77,425.0,176,Clear,0.5
DPR000626,PRJ002,2025-09-18,57.46,50.84,235.58,92,Light Rain,0.0
DPR000627,PRJ002,2025-09-19,57.61,50.43,151.44,87,Light Rain,0.7
DPR000628,PRJ002,2025-09-20,57.76,50.49,180.48,86,Clear,0.0
DPR000629,PRJ002,2025-09-21,57.91,51.51,386.56,189,Clear,0.7
DPR000630,PRJ002,2025-09-22,58.06,51.48,453.24,129,Heavy Rain,0.46
DPR000631,PRJ002,2025-09-23,58.21,51.14,387.63,100,Cloudy,0.82
DPR000632,PRJ002,2025-09-24,58.36,51.67,463.02,125,Clear,1.28
DPR000633,PRJ002,2025-09-25,58.51,51.55,135.65,100,Light Rain,0.0
DPR000634,PRJ002,2025-09-26,58.66,51.94,190.31,132,Cloudy,0.0
DPR000635,PRJ002,2025-09-27,58.81,52.28,45.36,187,Cloudy,0.14
DPR000636,PRJ002,2025-09-28,58.96,52.13,381.37,63,Clear,0.13
DPR000637,PRJ002,2025-09-29,59.11,52.39,126.95,49,Clear,0.61
DPR000638,PRJ002,2025-09-30,59.26,52.65,331.41,92,Cloudy,0.81
DPR000639,PRJ002,2025-10-01,59.41,50.15,287.65,190,Cloudy,0.98
DPR000640,PRJ002,2025-10-02,59.56,50.18,208.67,60,Clear,0.21
DPR000641,PRJ002,2025-10-03,59.71,50.34,409.22,152,Cloudy,0.44
DPR000642,PRJ002,2025-10-04,59.86,50.05,356.71,177,Cloudy,0.42
DPR000643,PRJ002,2025-10-05,60.01,49.8,451.35,152,Cloudy,3.04
DPR000644,PRJ002,2025-10-06,60.16,50.36,244.23,150,Clear,0.22
DPR000645,PRJ002,2025-10-07,60.31,51.08,52.77,175,Clear,1.41
DPR000646,PRJ002,2025-10-08,60.46,50.67,325.42,182,Cloudy,0.68
DPR000647,PRJ002,2025-10-09,60.61,50.44,348.92,130,Clear,1.41
DPR000648,PRJ002,2025-10-10,60.76,51.13,198.2,78,Clear,1.74
DPR000649,PRJ002,2025-10-11,60.91,51.48,392.91,61,Cloudy,0.45
DPR000650,PRJ002,2025-10-12,61.06,50.82,47.56,115,Cloudy,1.67
DPR000651,PRJ002,2025-10-13,61.21,51.09,179.24,86,Clear,0.0
DPR000652,PRJ002,2025-10-14,61.36,51.68,199.93,139,Clear,1.88
DPR000653,PRJ002,2025-10-15,61.51,52.32,479.57,153,Clear,2.22
DPR000654,PRJ002,2025-10-16,61.66,51.64,221.27,111,Cloudy,0.5
DPR000655,PRJ002,2025-10-17,61.81,52.2,241.31,87,Clear,0.0
DPR000656,PRJ002,2025-10-18,61.96,51.71,448.37,215,Clear,0.54
DPR000657,PRJ002,2025-10-19,62.11,51.95,264.56,166,Light Rain,0.0
